Food,URL,ExtractedPrice,PricePerAmount,ExtractedProteinPer100g,ExtractedKJPer100g,ProteinPer100g,KJPer100g,CaloriesPer100g,ProteinPer100Calorie,PoundsPer (String),PoundsPer,PerAmount,PoundsPer100g,Price,MultiplesOf100g,perEach/per100g,TotalCalories,TotalProtein,RankWeighting,TimesEaten,PoundsPer1000Calorie,Checked,Available,Ignore
Sainsbury's 100% Smooth Almond Butter 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-100-smooth-almond-butter-1kg,ï¿½11.60,ï¿½1.16 / 100g,29.3g,2645kJ,29.3,2645,632.1701721,4.634827977,ï¿½1.16 ,1.16, 100g,1.16,11.6,10,,6321.701721,293,,,1.83494896,,,
Sainsbury's 100% Smooth Almond Butter 340g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-100-smooth-almond-butter-340g,ï¿½4.60,ï¿½1.35 / 100g,29.3g,2645kJ,29.3,2645,632.1701721,4.634827977,ï¿½1.35 ,1.35, 100g,1.35,4.6,3.407407407,,2154.061327,99.83703704,,,2.135500945,,,
Sainsbury's Roasted Smokey Almonds 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-roasted-smokey-almonds-100g,ï¿½1.50,ï¿½1.50 / 100g,27.8g,2518kJ,27.8,2518,601.8164436,4.619348689,ï¿½1.50 ,1.5, 100g,1.5,1.5,1,,601.8164436,27.8,,,2.492454329,,,
Tribe Natural Protein Bar Choc Peanut Butter 50g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/tribe-natural-protein-bar-choc-peanut-butter-50g,ï¿½1.75,ï¿½3.50 / 100g,21g,1911kJ,21,1911,456.7399618,4.597802198,ï¿½3.50 ,3.5, 100g,3.5,1.75,0.5,,228.3699809,10.5,,,7.663003663,,,
Sainsbury's Monkey Nuts 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-monkey-nuts--basics-500g,ï¿½1.90,ï¿½3.80 / kg,27.1g,2467kJ,27.1,2467,589.6271511,4.596124848,ï¿½3.80 ,3.8, kg,0.38,1.9,5,,2948.135755,135.5,,,0.644475071,,,
The Greengrocer Mixed Vegetables 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-mixed-vegetables--basics-1kg,69p,69p / kg,1.9g,173kJ,1.9,173,41.34799235,4.595144509,69p ,0.69, kg,0.069,0.69,10,,413.4799235,19,,,1.668763006,,,
Sainsbury's Roasted Monkey Nuts in Shells 300g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-roasted-monkey-nuts-in-shells-300g,ï¿½1.50,50p / 100g,27.8g,2532kJ,27.8,2532,605.1625239,4.593807267,50p ,0.5, 100g,0.5,1.5,3,,1815.487572,83.4,,,0.826224329,,,
Cawston Press Pressed Tomato 1 Litre,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cawston-press-pressed-tomato-1-litre,ï¿½2.00,20p / 100ml,0.7,64,0.7,64,15.29636711,4.57625,20p ,0.2, 100ml,0.2,2,10,,152.9636711,7,,,13.075,,,
Sainsbury's Spanish Sherry Vinegar 375ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-spanish-sherry-vinegar-375ml,ï¿½1.70,ï¿½4.53 / ltr,2.2g,202kJ,2.2,202,48.2791587,4.556831683,ï¿½4.53 ,4.53, ltr,0.453,1.7,3.752759382,,181.1800658,8.25607064,,,9.382930693,,,
Sainsbury's Chopped Garlic 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-chopped-garlic-100g,ï¿½1.50,ï¿½15.00 / kg,4.3g,395kJ,4.3,395,94.40726578,4.554734177,ï¿½15.00 ,15, kg,1.5,1.5,1,,94.40726578,4.3,,,15.88860759,,,
Warburtons Wholemeal Thick Bread 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/warburtons-wholemeal-thick-bread-400g,85p,21p / 100g,10.6g,974kJ,10.6,974,232.791587,4.553429158,21p ,0.21, 100g,0.21,0.85,4.047619048,,942.2516617,42.9047619,,,0.902094456,,,
Warburtons Medium Sliced Wholemeal Bread 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/warburtons-wholemeal-bread--medium-sliced-400g,85p,21p / 100g,10.6g,974kJ,10.6,974,232.791587,4.553429158,21p ,0.21, 100g,0.21,0.85,4.047619048,,942.2516617,42.9047619,,,0.902094456,,,
Warburtons Medium Sliced Wholemeal Bread 800g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/warburtons-wholemeal-bread--sliced-800g,ï¿½1.00,13p / 100g,10.6g,974kJ,10.6,974,232.791587,4.553429158,13p ,0.13, 100g,0.13,1,7.692307692,,1790.704515,81.53846154,,,0.558439425,,,
Boundless Nuts & Seeds Cayenne & Rosemary Activated Snacking 30g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/boundless-cayenne-rosemary-30g,ï¿½1.00,ï¿½3.33 / 100g,26.0g,2390kJ,26,2390,571.2237094,4.551631799,ï¿½3.33 ,3.33, 100g,3.33,1,0.3003003,,171.5386515,7.807807808,,,5.829589958,,,
Sainsbury's Horseradish Mustard 175g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-horseradish-mustard-205g,70p,40p / 100g,5.8g,534kJ,5.8,534,127.6290631,4.544419476,40p ,0.4, 100g,0.4,0.7,1.75,,223.3508604,10.15,,,3.134082397,,,
Sainsbury's Summer Edition Sweet Potato Falafels x8 144g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-summer-edition-sweet-potato-falafels-x8-144g,ï¿½2.50,ï¿½1.74 / 100g,11.7g,1079kJ,11.7,1079,257.8871893,4.53686747,ï¿½1.74 ,1.74, 100g,1.74,2.5,1.436781609,,370.5275708,16.81034483,,,6.747136237,,,
Fry's Meat Free Chicken-Style Burgers x4 320g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/frys-vegan-chicken-style-burgers-320g,ï¿½2.50,ï¿½7.81 / kg,8.9g,823kJ (197kcal),8.9,823,196.7017208,4.524617254,ï¿½7.81 ,7.81, kg,0.781,2.5,3.201024328,,629.6469937,28.48911652,,,3.970478736,,,
Gosh! Smokey BBQ Sweet Potato Bites 56g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/gosh%21-smokey-bbq-sweet-potato-bites-56g,ï¿½1.00,ï¿½17.86 / kg,9.1g,843kJ,9.1,843,201.4818356,4.51653618,ï¿½17.86 ,17.86, kg,1.786,1,0.559910414,,112.811778,5.09518477,1,0,8.864322657,,,
Sainsbury's Sweetcorn Super Sweet 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-sweetcorn--super-sweet-1kg,ï¿½1.50,ï¿½1.50 / kg,3.6g,334kJ,3.6,334,79.82791587,4.509700599,ï¿½1.50 ,1.5, kg,0.15,1.5,10,,798.2791587,36,,,1.879041916,,,
Sainsbury's Supersweet Mini Corn Cobs x8 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-supersweet-mini-corn-cobs-x8-1kg,ï¿½1.50,ï¿½1.50 / kg,3.6g,334kJ,3.6,334,79.82791587,4.509700599,ï¿½1.50 ,1.5, kg,0.15,1.5,10,,798.2791587,36,,,1.879041916,,,
Warburtons Premium Malted Grain & Seeds 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/warburtons-malty-grain-loaf-400g,ï¿½1.60,40p / 100g,12.6g,1170kJ,12.6,1170,279.6367113,4.505846154,40p ,0.4, 100g,0.4,1.6,4,,1118.546845,50.4,,,1.43042735,,,
Sainsbury's Strong Brown Flour 1.5kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-strong-brown-flour-15kg,ï¿½1.00,67p / kg,15.5g,1440kJ,15.5,1440,344.16826,4.503611111,67p ,0.67, kg,0.067,1,14.92537313,,5136.839702,231.3432836,,,0.194672222,,,
BOL Japanese Rainbow Slaw Salad Jar 300g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/bol-japanese-rainbow-slaw-salad-jar-300g,ï¿½3.50,ï¿½1.17 / 100g,4.2g,392,4.2,392,93.69024857,4.482857143,ï¿½1.17 ,1.17, 100g,1.17,3.5,2.991452991,,280.2699743,12.56410256,,,12.48795918,,,
Hovis Medium Sliced Wholemeal Bread 800g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/hovis-wholemeal-bread--medium-sliced-800g,ï¿½1.10,14p / 100g,10.0g,934kJ,10,934,223.2313576,4.479657388,14p ,0.14, 100g,0.14,1.1,7.857142857,,1753.960667,78.57142857,,,0.627152034,,,
Hovis Thick Sliced Wholemeal Bread 800g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/hovis-wholemeal-bread--thick-sliced-800g,ï¿½1.10,14p / 100g,10.0g,934kJ,10,934,223.2313576,4.479657388,14p ,0.14, 100g,0.14,1.1,7.857142857,,1753.960667,78.57142857,,,0.627152034,,,
The Chia Co. White Chia Seed 453g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/the-chia-co-white-chia-seed-453g,ï¿½8.50,ï¿½1.88 / 100g,20g,1870kJ,20,1870,446.9407266,4.47486631,ï¿½1.88 ,1.88, 100g,1.88,8.5,4.521276596,,2020.742647,90.42553191,,,4.206374332,,,
The Chia Co Chia Seed Shaker 230g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/the-chia-co-chia-shaker-230g,ï¿½4.30,ï¿½1.87 / 100g,20g,1870kJ,20,1870,446.9407266,4.47486631,ï¿½1.87 ,1.87, 100g,1.87,4.3,2.299465241,,1027.724665,45.98930481,,,4.184,,,
Innocent Dairy Free Almond 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-almond-dairy-free-750ml,ï¿½2.00,ï¿½2.67 / ltr,1.4g,131kJ (32kcal),1.4,131,31.30975143,4.471450382,ï¿½2.67 ,2.67, ltr,0.267,2,7.490636704,,234.5299733,10.48689139,,,8.527694656,,,
Sainsbury's Dry Roasted Peanuts 550g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-dry-roasted-peanuts-600g,ï¿½2.10,38p / 100g,26.7g,2499kJ,26.7,2499,597.2753346,4.47030012,38p ,0.38, 100g,0.38,2.1,5.526315789,,3300.732112,147.5526316,,,0.636222489,,,
Sainsbury's Dry Roasted Jumbo Peanuts 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-dry-roasted-peanuts-200g,ï¿½1.00,50p / 100g,26.7g,2499kJ,26.7,2499,597.2753346,4.47030012,50p ,0.5, 100g,0.5,1,2,,1194.550669,53.4,,,0.837134854,,,
Sainsbury's Lentil Dhal Soup 600g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-lentil-dahl-soup-600g,ï¿½1.60,27p / 100g,3.0g,281kJ,3,281,67.16061186,4.466903915,27p ,0.27, 100g,0.27,1.6,5.925925926,,397.988811,17.77777778,,,4.020213523,,,
Sainsbury's Soft Multiseed Wholemeal Taste the Difference 430g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-soft-multiseed-wholemeal-taste-the-difference-430g,80p,19p / 100g,12.5g,1173kJ,12.5,1173,280.3537285,4.458653026,19p ,0.19, 100g,0.19,0.8,4.210526316,,1180.436752,52.63157895,,,0.67771526,,,
Sainsbury's Soft Multiseed Farmhouse Thick Sliced Wholemeal Bread Taste the Dif…,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-multi-seeded-wholemeal-bread--taste-the-difference-800g,ï¿½1.10,14p / 100g,12.5g,1173kJ,12.5,1173,280.3537285,4.458653026,14p ,0.14, 100g,0.14,1.1,7.857142857,,2202.779295,98.21428571,,,0.499369139,,,
Sainsbury's Peanuts 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-peanuts-200g,ï¿½1.60,80p / 100g,25.7g,2413kJ,25.7,2413,576.7208413,4.456228761,80p ,0.8, 100g,0.8,1.6,2,,1153.441683,51.4,,,1.387152922,,,
Sainsburys Whole Almonds 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-whole-natural-almonds-100g,ï¿½1.25,ï¿½1.25 / 100g,29.0g,2724kJ,29,2724,651.0516252,4.454331865,ï¿½1.25 ,1.25, 100g,1.25,1.25,1,,651.0516252,29,,,1.919970631,,,
Sainsbury's Whole Almonds 300g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-almonds-300g,ï¿½3.30,ï¿½1.10 / 100g,29.0g,2724kJ,29,2724,651.0516252,4.454331865,ï¿½1.10 ,1.1, 100g,1.1,3.3,3,,1953.154876,87,,,1.689574156,,,
Pip & Nut Crunchy Peanut Butter 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pip-nut-crunchy-peanut-butter-1kg,ï¿½6.75,68p / 100g,27g,2539,27,2539,606.8355641,4.449310752,68p ,0.68, 100g,0.68,6.75,9.926470588,,6023.735379,268.0147059,,,1.120567152,,,
Pip & Nut Peanut Butter 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pip-nut-peanut-butter-1kg,ï¿½6.75,68p / 100g,27,2539,27,2539,606.8355641,4.449310752,68p ,0.68, 100g,0.68,6.75,9.926470588,,6023.735379,268.0147059,,,1.120567152,,,
Hovis Granary Thick Sliced Wholemeal Bread 800g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/hovis-wholemeal-seeded-granary-bread-800g,ï¿½1.50,19p / 100g,10.6g,997kJ,10.6,997,238.2887189,4.448385155,19p ,0.19, 100g,0.19,1.5,7.894736842,,1881.226728,83.68421053,,,0.797352056,,,
Moving Mountains Plant-Based Sausage Burgers x2 227g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/moving-mountains-plant-based-sausage-burgers-x2-227g,ï¿½4.00,ï¿½17.62 / kg,11g,1037,11,1037,247.8489484,4.438187078,ï¿½17.62 ,17.62, kg,1.762,4,2.27014756,,562.6536853,24.97162316,,,7.109168756,,,
Odysea Preserved Beldi Lemons 360g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/odysea-preserved-beldi-lemons-360g,ï¿½2.75,ï¿½1.38 / 100g,0.7g,66kJ/16kcal,0.7,66,15.77437859,4.437575758,ï¿½1.38 ,1.38, 100g,1.38,2.75,1.992753623,,31.43445008,1.394927536,,,87.48363636,,,
Kingsmill Tasty Wholemeal Rolls x 6,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kingsmill-tasty-wholemeal-rolls-x-6,ï¿½1.00,17p / ea,10.8g,1019kJ,10.8,1019,243.5468451,4.434465162,17p ,0.17, ea,0.17,1,5.882352941,,1432.628501,63.52941176,5,1,0.698017664,,,
Sainsbury's Toasted Sunflower & Pumpkin Seed Mix 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-toasted-sunflower--pumpkin-seeds-100g,ï¿½1.50,ï¿½1.50 / 100g,28.2g,2661kJ,28.2,2661,635.9942639,4.434002255,ï¿½1.50 ,1.5, 100g,1.5,1.5,1,,635.9942639,28.2,,,2.358511838,,,
Sainsbury's Toasted Sunflower & Pumpkin Seed Mix 30g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-toasted-sunflower---pumpkin-seeds-30g,50p,ï¿½1.67 / 100g,28.2g,2661kJ,28.2,2661,635.9942639,4.434002255,ï¿½1.67 ,1.67, 100g,1.67,0.5,0.299401198,,190.4174443,8.443113772,,,2.625809846,,,
Sainsbury's Seed Mix 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-seed-mix-100g,90p,ï¿½9.00 / kg,26.7g,2531kJ,26.7,2531,604.9235182,4.413781114,ï¿½9.00 ,9, kg,0.9,0.9,1,,604.9235182,26.7,,,1.487791387,,,
Linwoods Milled Organic Flaxseed 425g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/linwoods-milled-organic-flaxseed-425g,ï¿½5.50,ï¿½1.29 / 100g,22g,2096kJ,22,2096,500.9560229,4.391603053,ï¿½1.29 ,1.29, 100g,1.29,5.5,4.263565891,,2135.859013,93.79844961,,,2.575076336,,,
Plant Pioneers Smoky Jack Quarter Pounders 227g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-love-your-veg%21-the-smoky-jack-quarter-pounder-227g,ï¿½2.50,ï¿½11.01 / kg,6.2g,591kJ,6.2,591,141.2523901,4.389306261,ï¿½11.01 ,11.01, kg,1.101,2.5,2.270663034,,320.7365805,14.07811081,,,7.794558376,,,
Encona West Indian Hot Pepper Sauce 142ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/encona-west-indian-hot-pepper-sauce-142ml,ï¿½1.50,ï¿½1.06 / 100ml,0.9g,86kJ/21kcal,0.9,86,20.55449331,4.378604651,ï¿½1.06 ,1.06, 100ml,1.06,1.5,1.41509434,,29.08654713,1.273584906,,,51.57023256,,,
Encona West Indian Original Hot Pepper Sauce 220ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/encona-hot-pepper-sauce-220ml,ï¿½1.55,70p / 100ml,0.9g,86kJ/21kcal,0.9,86,20.55449331,4.378604651,70p ,0.7, 100ml,0.7,1.55,2.214285714,,45.5135209,1.992857143,,,34.05581395,,,
Encona Original Hot Pepper Sauce Squeezy 285g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/encona-original-hot-pepper-sauce-squeezy-285g,ï¿½2.00,70p / 100ml,0.9g,86kJ/21kcal,0.9,86,20.55449331,4.378604651,70p ,0.7, 100ml,0.7,2,2.857142857,,58.72712374,2.571428571,,,34.05581395,,,
Plant Pioneer Hotnspicy Goujons 210g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/plant-pioneer-hotnspicy-goujons-210g,ï¿½2.75,ï¿½13.10 / kg,9.6g,918kJ,9.6,918,219.4072658,4.375424837,ï¿½13.10 ,13.1, kg,1.31,2.75,2.099236641,,460.5877717,20.15267176,,,5.970631808,,,
Whole Earth Crunchy Peanut Butter 454g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/whole-earth-peanut-butter--crunchy-454g,ï¿½3.70,81p / 100g,27.7g,2660 kJ,27.7,2660,635.7552581,4.357022556,81p ,0.81, 100g,0.81,3.7,4.567901235,,2904.067229,126.5308642,,,1.274075188,,,
Warburtons Artisan White Sourdough Bread 540g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/warburtons-artisan-white-sourdough-bread-540g,ï¿½2.50,46p / 100g,10.2g,980kJ,10.2,980,234.2256214,4.35477551,46p ,0.46, 100g,0.46,2.5,5.434782609,,1272.965334,55.43478261,,,1.963918367,,,
Kingsmill Medium Sliced Wholemeal Bread 800g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kingsmill-great-everyday-wholemeal-bread--medium-800g,95p,12p / 100g,10.2 g,984 kJ,10.2,984,235.1816444,4.337073171,12p ,0.12, 100g,0.12,0.95,7.916666667,,1861.854685,80.75,,,0.510243902,,,
Sacla' Vegan Bolognese Sauce with Pea Protein 350g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sacla-vegan-bolognese-sauce-with-pea-protein-350g,ï¿½2.50,71p / 100g,3.2g,309kJ/74kcal,3.2,309,73.85277247,4.332944984,71p ,0.71, 100g,0.71,2.5,3.521126761,,260.0449735,11.26760563,,,9.613721683,,,
Summer Pride Banana Blossom in Water 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/summer-pride-banana-blossom-in-water-400g,ï¿½1.50,ï¿½3.75 / kg,0.9g,87kJ,0.9,87,20.79349904,4.328275862,ï¿½3.75 ,3.75, kg,0.375,1.5,4,,83.17399618,3.6,,,18.03448276,,,
Allinson's Batch Baked Scandalous Seeds Wholemeal 650g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/allinsons-batch-baked-scandalous-seeds-wholemeal-650g,ï¿½1.40,22p / 100g,11.1 g,1073 kJ,11.1,1073,256.4531549,4.328275862,22p ,0.22, 100g,0.22,1.4,6.363636364,,1631.974622,70.63636364,,,0.857856477,,,
Birds Eye Chilli & Garlic Stir Fry Vegetable Mix Wokfresh 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/birds-eye-wokfresh-chilli-garlic-stir-fry-vegetable-mix-450g,ï¿½1.50,ï¿½3.33 / kg,1.2g,116kJ,1.2,116,27.72466539,4.328275862,ï¿½3.33 ,3.33, kg,0.333,1.5,4.504504505,,124.8858801,5.405405405,,,12.01096552,,,
Pip & Nut Smooth Almond Butter 450g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pip-nut-smooth-almond-butter-450g,ï¿½7.50,ï¿½1.67 / 100g,27,2615,27,2615,625,4.32,ï¿½1.67 ,1.67, 100g,1.67,7.5,4.491017964,,2806.886228,121.257485,,,2.672,,,
Paul Hollywood Ready to Bake Multi-Seed Rolls x4,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/paul-hollywood-ready-to-bake-multi-seed-rolls-x4,ï¿½1.00,25p / ea,13.0g,1260kJ,13,1260,301.1472275,4.316825397,25p ,0.25, ea,0.25,1,4,,1204.58891,52,,,0.83015873,,,
ManiLife Original Roast Crunchy Peanut Butter 295g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/manilife-original-roast-crunchy-peanut-butter-295g,ï¿½3.75,ï¿½1.27 / 100g,26.6g,2580,26.6,2580,616.6347992,4.313736434,ï¿½1.27 ,1.27, 100g,1.27,3.75,2.952755906,,1820.772045,78.54330709,,,2.059565891,,,
ManiLife Deep Roast Crunchy Peanut Butter 295g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/manilife-deep-roast-crunchy-peanut-butter-295g,ï¿½3.75,ï¿½1.27 / 100g,26.4g,2563,26.4,2563,612.5717017,4.309699571,ï¿½1.27 ,1.27, 100g,1.27,3.75,2.952755906,,1808.77471,77.95275591,,,2.073226687,,,
Naked Veg Pot Korean BBQ Ramen 60g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/naked-veg-pot-korean-bbq-ramen-60g,ï¿½1.50,ï¿½2.50 / 100g,3.0g,292kJ(69kcal),3,292,69.78967495,4.298630137,ï¿½2.50 ,2.5, 100g,2.5,1.5,0.6,,41.87380497,1.8,,,35.82191781,,,
Sainsbury's Salted Peanuts 550g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-jumbo-salted-peanuts-550g,ï¿½2.10,38p / 100g,26.1g,2550kJ,26.1,2550,609.4646272,4.282447059,38p ,0.38, 100g,0.38,2.1,5.526315789,,3368.093992,144.2368421,,,0.623498039,,,
Sainsbury's Ancho Chilli Bean Dip Taste the Difference 300g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ancho-chilli-bean-dip-taste-the-difference-300g,ï¿½1.20,40p / 100g,2.3g,225kJ,2.3,225,53.77629063,4.276977778,40p ,0.4, 100g,0.4,1.2,3,,161.3288719,6.9,,,7.438222222,,,
Sainsbury's Cous Cous SO Organic 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-cous-cous--organic-500g,ï¿½1.20,ï¿½2.40 / kg,7.0g,685kJ,7,685,163.7189293,4.275620438,ï¿½2.40 ,2.4, kg,0.24,1.2,5,,818.5946463,35,,,1.465927007,,,
Sainsbury's Cous Cous 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-cous-cous-500g,70p,ï¿½1.40 / kg,7.0g,685kJ,7,685,163.7189293,4.275620438,ï¿½1.40 ,1.4, kg,0.14,0.7,5,,818.5946463,35,,,0.855124088,,,
Sainsbury's Cous Cous 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-cous-cous-1kg,ï¿½1.35,ï¿½1.35 / kg,7.0g,685kJ,7,685,163.7189293,4.275620438,ï¿½1.35 ,1.35, kg,0.135,1.35,10,,1637.189293,70,,,0.824583942,,,
Tribe Protein Bar White Choc And Raspberry 46g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/tribe-protein-bar-white-choc-and-raspberry-46g,ï¿½1.75,ï¿½1.75 / ea,20g,1958kJ,20,1958,467.9732314,4.273748723,ï¿½1.75 ,1.75, ea,1.75,1.75,1,,467.9732314,20,,,3.739530133,,,
Tribe Nature Bombs Choc Caramel And Almond Butter 40g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/tribe-nature-bombs-choc-caramel-and-almond-butter-40g,ï¿½1.50,ï¿½1.50 / ea,21g,2057kJ,21,2057,491.6347992,4.271463296,ï¿½1.50 ,1.5, ea,1.5,1.5,1,,491.6347992,21,,,3.051045211,,,
Warburtons Lighter Medium Sliced Danish White Bread 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/warburtons-danish-white-bread--sliced-400g,ï¿½1.00,25p / 100g,10.5g,1030kJ,10.5,1030,246.1759082,4.265242718,25p ,0.25, 100g,0.25,1,4,,984.7036329,42,,,1.015533981,,,
Naked Veg Pot Malaysian Rendang Curry 60g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/naked-veg-pot-malaysian-rendang-curry-60g,ï¿½1.50,ï¿½2.50 / 100g,3.4g,334kJ(79kcal),3.4,334,79.82791587,4.259161677,ï¿½2.50 ,2.5, 100g,2.5,1.5,0.6,,47.89674952,2.04,,,31.31736527,,,
Sainsbury's Roasted Pistachios in Shells 270g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-roasted-pistachios-in-shell-300g-7313766-p-44,ï¿½3.60,ï¿½1.33 / 100g,25.9g,2546kJ,25.9,2546,608.5086042,4.256307934,ï¿½1.33 ,1.33, 100g,1.33,3.6,2.706766917,,1647.090959,70.10526316,,,2.185671642,,,
Sainsbury's Pistachio Nuts 35g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-pistachio-nuts-35g,70p,ï¿½2.00 / 100g,25.9g,2546kJ,25.9,2546,608.5086042,4.256307934,ï¿½2.00 ,2, 100g,2,0.7,0.35,,212.9780115,9.065,,,3.286724273,,,
Sainsbury's Peanut Butter Crunchy 340g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-peanut-butter--crunchy-340g,ï¿½1.35,40p / 100g,26.6g,2618kJ,26.6,2618,625.7170172,4.251122995,40p ,0.4, 100g,0.4,1.35,3.375,,2111.794933,89.775,,,0.639266616,,,
Birds Eye Family Favourites Steamfresh x4 540g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/birds-eye-steamfresh-family-favourite-mix-bags-540g,ï¿½1.75,ï¿½3.24 / kg,2.0g,197kJ,2,197,47.08413002,4.247715736,ï¿½3.24 ,3.24, kg,0.324,1.75,5.401234568,,254.3124307,10.80246914,,,6.881299492,,,
